ts,text,sentiment,urgency,aspects
2025-08-15T08:16:42.106166Z,I bought two of this item for myself and my wife. We both returned the items as they were squeezing our ears. The hook is not bendable or adjustable at all and caused our ears to hurt after only 10-15 minutes. I do have to say that the sound was great and we heard no background noise from them as we deove and spoke to each other. I would recommend the product if it fits your ears.,positive,low,
2025-08-15T08:16:42.126518Z,doesn't work that well,neutral,low,
2025-08-15T08:16:42.135051Z,I like this headset cause it meets my needs perfectly. I prefer a mono headset and was very happy you had these available! Thank you.,positive,low,
2025-08-15T08:16:42.151029Z,"I use this for my job as a field technician out in the Texas heat. I sweat a lot. My old bluetooth headset is plantronics ATT V521. That design kept it off of my head and dry from my perspiration. The V510 on the otherhand will have a large surface area directly on the side of your head and it collects a lot of sweat and moisture. My unit failed after about 2 weeks and this might be the reason why, or maybe it was defective. I sent it back and got a refund. I went back to using my old V521. If you work in hot areas or you expect to sweat all day, the V510 design is not a good choice. On the other hand, The V510 stays on your ear firmer and is more comfortable than the V521. And the sound reception was extraordinarily good with the V510, much better than the V521 until it started to die. I can only reccomend the V510 is you won't be sweating too much while wearing it.",negative,high,calidad
2025-08-15T08:16:42.185536Z,"I had previous experience with this brand in their audio line so when I saw they also had entered the field of cell phone bluetooth technology I knew they would make a superior product. I've used the Jawbone finding it hard to wear and get the right fit, harder yet to control with tiny tiny buttons and for the price rather flimsy. I then moved on to the Moto H710 which I found almost a prefect product of your ear was 1/2 sized. I then tried the Plantronic 520 which is a nice unit did everything that was required but felt very uncomfortable in my ear channel if worn for long time periods. I found the VMX100 to come with more than some do right out of the box all the charging options as well as a nice small hard shelled carrying case, the instructions were clear and not misleading at all. The unit came up to charge well within the 4 hour time frame they indicated it would, the controls are easy and accessible which is a must as I use the unit primarily in the car. The lack of having a plug jammed in your ear channel is great since most don't fit properly or are too loud to do your hearing any good. The unit is light and didn't take long to forget I had on, it mated to my LG phone seamlessly. The call quantity in both directions is what you would expect from a company of Sennheiser's reputation, wind noise is minimal, it fits tight against your face but the boom itself can be moved away so your voice isn't garbled or muffled. All in all I gave it a 5 star rating wished I had seen it before I wasted so much money on other units, I bought it from Antonline got superior handling and the communications from the company to me were excellent.",positive,low,precio
2025-08-15T08:16:42.200940Z,"I won't say I am 100% happy with this puppy: it took a number of attempts on my own and a trip to the nearest T-Mobile store to get it to like my Blackberry Pearl. But finally, after the two of them get along well with each other, I am a happy camper. My only complain now: seeing how I can find a number of less expensive options in Amazon, within days of having purchased this one. I feel inclined to return it... It's not like I am attached to it by now.",neutral,low,
2025-08-15T08:16:42.208514Z,"The product was damaged when I received it, and it was unusable. It looked like a good, sturdy unit, and the box looked damage-free, but when it was opened, the unit was smashed. So when you get it, make sure it's in one piece!",negative,low,
2025-08-15T08:16:42.216679Z,"I bought it, when it was a must have to drive day, I used it couple of times and was always repeating what I said once, hearing piece is fine, configuring this to my cell phone was v easy, but I don't use this often anymore. I would not recommend this to new buyers.",neutral,low,
2025-08-15T08:16:42.224882Z,"Originally bought two at the same time. One still works and the other stopped charging after 2-3 weeks. They were both gifts, and they were both loved immensely. So I bought a replacement. So this is the third. If two out of three are defective, we are moving on to something better.",negative,low,calidad
2025-08-15T08:16:42.232804Z,"Just like many have already stated, my screen died after six months... Stay Away!!! Trying to get a replacement, and hopefully this one will work.",neutral,low,
2025-08-15T08:16:42.240782Z,My charger broke after the third use,neutral,low,
2025-08-15T08:16:42.248872Z,"My 2 year contract was up with Sprint so I got this phone using their upgrade program. I thought it was the best looking one of the phones they offer, because I like phones small and thin and I also like them to have a good quality camera. They offer some phones with just a VGA quality camera but this one has a 1.3 megapixels camera. I'll keep this review short and just list the good and bad points about the phone. GOOD: * small * thin * you can watch cable TV channels, some LIVE, and some included free with the pictures pack. I watch CNN, FOX News, E!, etc. You can even watch The Disney Channel live and use video on demand to choose a certain episode of the show to watch from a list of episodes. This is a good feature for long car trips or bus trips if you get bored. BAD: * It is hard to hang up. You have to hit the end button 2 or 3 times to disconnect. * When watching TV you better have headphones because the sound is loud and if you hit the down button it goes mute. I had to cover the speaker on the back with my thumb just so I could hear without it blasting thru my whole office. * If you want to use headphones good luck because there is no headphone jack. You have to buy a separate mini-USB to headphone jack adapter. And you'll need one kind if you want to listen to TV or music (the stereo kind) and one kind if you want to use a phone headset (the mono kind). * They put the volume, camera, and ""action"" button on the flip part of the phone, so when you go to flip open the phone you hit these buttons with your fingers. I've accidentally disconnected people before just trying to get the phone open. On the left side of the phone you have just one inch of free space to open the phone. So you have to be very careful opening it so you don't hit any of these buttons. * No address book searching as another reviewer mentioned. You can filter by ""friends"", ""family"", etc. but theres no search feature. Happy scrolling! * Very hard to get to the mini SD card. * Front screen is black when not in use so you can't see the time unless you press a button or open the phone. Other phones I've had you could always see the time on the front.",negative,low,calidad
